case_id,title,source_name,source_type,source_url,source_locator,public_status,license_or_reuse_note,app_family,vuln_class_raw,vuln_class_norm,attack_surface_keywords,endpoint_pattern,endpoint_pattern_status,seed_params,seed_params_status,expected_evidence,emulation_grade,automation_grade,north_star_section,statefulness,difficulty,difficulty_scale,description,hints,tags,normalization_confidence,extraction_notes,second_order_sink
wrongsecrets-challenge-25,WrongSecrets Challenge 25,OWASP WrongSecrets,public_training_app,https://raw.githubusercontent.com/OWASP/wrongsecrets/master/src/main/resources/wrong-secrets-configuration.yaml,challenge-25,public,official public training-app challenge configuration,wrongsecrets,Web3,secrets.web3-wallet-exposure,"['wallet', 'config', 'cloud']",,unknown,"['path', 'repo', 'file', 'env', 'token', 'key']",heuristic,"wallet seed, signing material, or chain secrets can be recovered",workflow,ai_assisted,secrets,workflow,normal,wrongsecrets-label,Web3 challenge in WrongSecrets.,"['explanation=explanations/challenge25.adoc', 'hint=explanations/challenge25_hint.adoc']","['Web3', 'Docker', 'Heroku', 'Fly.io', 'Railway.io']",0.55,WrongSecrets titles in the config are numeric challenge identifiers. Category and explanation file references were preserved; endpoint patterns are not inferred from the config alone.,
wrongsecrets-challenge-26,WrongSecrets Challenge 26,OWASP WrongSecrets,public_training_app,https://raw.githubusercontent.com/OWASP/wrongsecrets/master/src/main/resources/wrong-secrets-configuration.yaml,challenge-26,public,official public training-app challenge configuration,wrongsecrets,Web3,secrets.web3-wallet-exposure,"['wallet', 'config', 'cloud']",,unknown,"['path', 'repo', 'file', 'env', 'token', 'key']",heuristic,"wallet seed, signing material, or chain secrets can be recovered",workflow,ai_assisted,secrets,workflow,normal,wrongsecrets-label,Web3 challenge in WrongSecrets.,"['explanation=explanations/challenge26.adoc', 'hint=explanations/challenge26_hint.adoc']","['Web3', 'Docker', 'Heroku', 'Fly.io', 'Railway.io']",0.55,WrongSecrets titles in the config are numeric challenge identifiers. Category and explanation file references were preserved; endpoint patterns are not inferred from the config alone.,
wrongsecrets-challenge-27,WrongSecrets Challenge 27,OWASP WrongSecrets,public_training_app,https://raw.githubusercontent.com/OWASP/wrongsecrets/master/src/main/resources/wrong-secrets-configuration.yaml,challenge-27,public,official public training-app challenge configuration,wrongsecrets,Web3,secrets.web3-wallet-exposure,"['wallet', 'config', 'cloud']",,unknown,"['path', 'repo', 'file', 'env', 'token', 'key']",heuristic,"wallet seed, signing material, or chain secrets can be recovered",workflow,ai_assisted,secrets,workflow,normal,wrongsecrets-label,Web3 challenge in WrongSecrets.,"['explanation=explanations/challenge27.adoc', 'hint=explanations/challenge27_hint.adoc']","['Web3', 'Docker', 'Heroku', 'Fly.io', 'Railway.io']",0.55,WrongSecrets titles in the config are numeric challenge identifiers. Category and explanation file references were preserved; endpoint patterns are not inferred from the config alone.,
wrongsecrets-challenge-28,WrongSecrets Challenge 28,OWASP WrongSecrets,public_training_app,https://raw.githubusercontent.com/OWASP/wrongsecrets/master/src/main/resources/wrong-secrets-configuration.yaml,challenge-28,public,official public training-app challenge configuration,wrongsecrets,Documentation,secrets.documentation-exposure,"['file', 'config', 'cloud']",,unknown,"['path', 'file', 'filename', 'repo', 'env', 'token', 'key']",heuristic,"docs, examples, or runbooks expose real or reusable secrets",replayable,signature,secrets,stateless,easy,wrongsecrets-label,Documentation challenge in WrongSecrets.,"['explanation=explanations/challenge28.adoc', 'hint=explanations/challenge28_hint.adoc']","['Documentation', 'Docker', 'Heroku', 'Fly.io', 'Railway.io']",0.55,WrongSecrets titles in the config are numeric challenge identifiers. Category and explanation file references were preserved; endpoint patterns are not inferred from the config alone.,
wrongsecrets-challenge-29,WrongSecrets Challenge 29,OWASP WrongSecrets,public_training_app,https://raw.githubusercontent.com/OWASP/wrongsecrets/master/src/main/resources/wrong-secrets-configuration.yaml,challenge-29,public,official public training-app challenge configuration,wrongsecrets,Documentation,secrets.documentation-exposure,"['file', 'config', 'cloud']",,unknown,"['path', 'file', 'filename', 'repo', 'env', 'token', 'key']",heuristic,"docs, examples, or runbooks expose real or reusable secrets",replayable,signature,secrets,stateless,easy,wrongsecrets-label,Documentation challenge in WrongSecrets.,"['explanation=explanations/challenge29.adoc', 'hint=explanations/challenge29_hint.adoc']","['Documentation', 'Docker', 'Heroku', 'Fly.io', 'Railway.io']",0.55,WrongSecrets titles in the config are numeric challenge identifiers. Category and explanation file references were preserved; endpoint patterns are not inferred from the config alone.,
wrongsecrets-challenge-30,WrongSecrets Challenge 30,OWASP WrongSecrets,public_training_app,https://raw.githubusercontent.com/OWASP/wrongsecrets/master/src/main/resources/wrong-secrets-configuration.yaml,challenge-30,public,official public training-app challenge configuration,wrongsecrets,Front-end,secrets.frontend-exposure,"['config', 'cloud']",,unknown,"['path', 'repo', 'file', 'env', 'token', 'key']",heuristic,client-delivered code or assets expose secret material,replayable,signature,secrets,stateless,normal,wrongsecrets-label,Front-end challenge in WrongSecrets.,"['explanation=explanations/challenge30.adoc', 'hint=explanations/challenge30_hint.adoc']","['Front-end', 'Docker', 'Heroku', 'Fly.io', 'Railway.io']",0.55,WrongSecrets titles in the config are numeric challenge identifiers. Category and explanation file references were preserved; endpoint patterns are not inferred from the config alone.,
wrongsecrets-challenge-31,WrongSecrets Challenge 31,OWASP WrongSecrets,public_training_app,https://raw.githubusercontent.com/OWASP/wrongsecrets/master/src/main/resources/wrong-secrets-configuration.yaml,challenge-31,public,official public training-app challenge configuration,wrongsecrets,Front-end,secrets.frontend-exposure,"['config', 'cloud']",,unknown,"['path', 'repo', 'file', 'env', 'token', 'key']",heuristic,client-delivered code or assets expose secret material,replayable,signature,secrets,stateless,easy,wrongsecrets-label,Front-end challenge in WrongSecrets.,"['explanation=explanations/challenge31.adoc', 'hint=explanations/challenge31_hint.adoc']","['Front-end', 'Docker', 'Heroku', 'Fly.io', 'Railway.io']",0.55,WrongSecrets titles in the config are numeric challenge identifiers. Category and explanation file references were preserved; endpoint patterns are not inferred from the config alone.,
wrongsecrets-challenge-32,WrongSecrets Challenge 32,OWASP WrongSecrets,public_training_app,https://raw.githubusercontent.com/OWASP/wrongsecrets/master/src/main/resources/wrong-secrets-configuration.yaml,challenge-32,public,official public training-app challenge configuration,wrongsecrets,AI,secrets.ai-exposure,"['config', 'cloud']",,unknown,"['path', 'repo', 'file', 'env', 'token', 'key']",heuristic,"prompts, model integrations, or AI-adjacent artifacts expose credentials or sensitive material",stateful,ai_assisted,secrets,stateful,normal,wrongsecrets-label,AI challenge in WrongSecrets.,"['explanation=explanations/challenge32.adoc', 'hint=explanations/challenge32_hint.adoc']","['AI', 'Docker', 'Heroku', 'Fly.io', 'Railway.io']",0.55,WrongSecrets titles in the config are numeric challenge identifiers. Category and explanation file references were preserved; endpoint patterns are not inferred from the config alone.,
wrongsecrets-challenge-33,WrongSecrets Challenge 33,OWASP WrongSecrets,public_training_app,https://raw.githubusercontent.com/OWASP/wrongsecrets/master/src/main/resources/wrong-secrets-configuration.yaml,challenge-33,public,official public training-app challenge configuration,wrongsecrets,Secrets,secrets.k8s-secret-exposure,"['config', 'cloud']",,unknown,"['path', 'repo', 'file', 'env', 'token', 'key']",heuristic,secret material retrievable from Kubernetes secrets or attached runtime surfaces,stateful,signature,secrets,stateful,normal,wrongsecrets-label,Secrets challenge in WrongSecrets.,"['explanation=explanations/challenge33.adoc', 'hint=explanations/challenge33_hint.adoc']","['Secrets', 'Kubernetes', 'K8s with Vault', 'Okteto', 'GCP']",0.55,WrongSecrets titles in the config are numeric challenge identifiers. Category and explanation file references were preserved; endpoint patterns are not inferred from the config alone.,
wrongsecrets-challenge-34,WrongSecrets Challenge 34,OWASP WrongSecrets,public_training_app,https://raw.githubusercontent.com/OWASP/wrongsecrets/master/src/main/resources/wrong-secrets-configuration.yaml,challenge-34,public,official public training-app challenge configuration,wrongsecrets,Cryptography,crypto.key-management,"['config', 'cloud']",,unknown,"['path', 'repo', 'file', 'env', 'token', 'key']",heuristic,"keys, plaintext, or decryptability issues become observable through weak cryptographic handling",stateful,ai_assisted,crypto,stateful,normal,wrongsecrets-label,Cryptography challenge in WrongSecrets.,"['explanation=explanations/challenge34.adoc', 'hint=explanations/challenge34_hint.adoc']","['Cryptography', 'Docker', 'Heroku', 'Fly.io', 'Railway.io']",0.55,WrongSecrets titles in the config are numeric challenge identifiers. Category and explanation file references were preserved; endpoint patterns are not inferred from the config alone.,
wrongsecrets-challenge-35,WrongSecrets Challenge 35,OWASP WrongSecrets,public_training_app,https://raw.githubusercontent.com/OWASP/wrongsecrets/master/src/main/resources/wrong-secrets-configuration.yaml,challenge-35,public,official public training-app challenge configuration,wrongsecrets,Documentation,secrets.documentation-exposure,"['file', 'config', 'cloud']",,unknown,"['path', 'file', 'filename', 'repo', 'env', 'token', 'key']",heuristic,"docs, examples, or runbooks expose real or reusable secrets",replayable,signature,secrets,stateless,easy,wrongsecrets-label,Documentation challenge in WrongSecrets.,"['explanation=explanations/challenge35.adoc', 'hint=explanations/challenge35_hint.adoc']","['Documentation', 'Docker', 'Heroku', 'Fly.io', 'Railway.io']",0.55,WrongSecrets titles in the config are numeric challenge identifiers. Category and explanation file references were preserved; endpoint patterns are not inferred from the config alone.,
wrongsecrets-challenge-36,WrongSecrets Challenge 36,OWASP WrongSecrets,public_training_app,https://raw.githubusercontent.com/OWASP/wrongsecrets/master/src/main/resources/wrong-secrets-configuration.yaml,challenge-36,public,official public training-app challenge configuration,wrongsecrets,Binary,secrets.binary-embedded-secret,"['config', 'cloud']",,unknown,"['path', 'repo', 'file', 'env', 'token', 'key']",heuristic,hardcoded secret or key can be extracted from binaries or compiled artifacts,stateful,ai_assisted,secrets,stateful,master,wrongsecrets-label,Binary challenge in WrongSecrets.,"['explanation=explanations/challenge36.adoc', 'hint=explanations/challenge36_hint.adoc']","['Binary', 'Docker', 'Heroku', 'Fly.io', 'Railway.io']",0.55,WrongSecrets titles in the config are numeric challenge identifiers. Category and explanation file references were preserved; endpoint patterns are not inferred from the config alone.,
wrongsecrets-challenge-37,WrongSecrets Challenge 37,OWASP WrongSecrets,public_training_app,https://raw.githubusercontent.com/OWASP/wrongsecrets/master/src/main/resources/wrong-secrets-configuration.yaml,challenge-37,public,official public training-app challenge configuration,wrongsecrets,CI/CD,secrets.cicd-exposure,"['config', 'cloud']",,unknown,"['path', 'repo', 'file', 'env', 'token', 'key']",heuristic,"pipeline variables, artifacts, or workflow metadata expose secret material",stateful,signature,secrets,stateful,normal,wrongsecrets-label,CI/CD challenge in WrongSecrets.,"['explanation=explanations/challenge37.adoc', 'hint=explanations/challenge37_hint.adoc']","['CI/CD', 'Docker', 'Heroku', 'Fly.io', 'Railway.io']",0.55,WrongSecrets titles in the config are numeric challenge identifiers. Category and explanation file references were preserved; endpoint patterns are not inferred from the config alone.,
